EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
892871,JOHNSON CO.,MORSE,05/23/2020,1130,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,148283,C,103,DVN,0,0,NWS Storm Survey, ,5.27,50,0,NNE,6,NE,MORSE,05/23/2020,1144,41.7552,-91.4271,41.8162,-91.3657,"A tornado caused outbuilding, grain bin, and tree damage at a farmstead in northeast Johnson County. The tornado then followed an intermittent northeast path for 7 miles, and crossed into Cedar County just south of the Cedar River. The tornado downed power poles east of Sutliff.  The damage in Johnson County was rated as EF-0, with maximum winds around 85 mph. The tornado rating in Cedar County was EF-1, with maximum winds around 110 mph. Johnson and Cedar County Emergency Management provided assistance in completing the survey.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",11
892883,CEDAR CO.,CEDAR BLUFF,05/23/2020,1144,Tornado, ,EF1,0,0,0,0,IA,CST-6, ,148283,C,31,DVN,0,0,NWS Storm Survey, ,1.78,50,3,NW,4,NNW,CEDAR BLUFF,05/23/2020,1149,41.8167,-91.3659,41.8373,-91.3452,"A tornado caused damage at a farmstead in Johnson county, and crossed into Cedar County just south of the Cedar River, around 3.5 miles NW of Cedar Bluff. The tornado downed power poles east of Sutliff. The tornado was rated as EF-0 in Johnson County, with maximum winds of 85 mph. The rating in Cedar County was EF-1, with maximum winds around 110 mph. Johnson and Cedar County Emergency Management provided assistance in completing the survey.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",12
892873,CEDAR CO.,MECHANICSVILLE,05/23/2020,1157,Tornado, ,EF1,0,0,0,0,IA,CST-6, ,148283,C,31,DVN,0,0,NWS Storm Survey, ,6.4,30,3,SSW,3,NNE,MECHANICSVILLE,05/23/2020,1211,41.8598,-91.2901,41.947,-91.2479,"A  tornado developed southwest of Mechanicsville shortly before 1 pm, and tracked northeast through northern Cedar County. The tornado destroyed the porch of a home just west of Mechanicsville, and caused outbuilding damage at a farmstead just south of Cedar/Jones County line. The tornado crossed into Jones County about 3.5 miles NNE of Mechanicsville before dissipating. The tornado was rated EF1 in Cedar County with maximum winds estimated around 95 mph. The tornado is designated as EF-U in Jones County as there was no observable damage. The tornado was on the ground for about 16 minutes along an intermittent 7 mile path. Assistance with the survey was provided by Cedar County Emergency Management and the Mechanicsville Fire Department.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",13
892884,JONES CO.,MORLEY,05/23/2020,1211,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,148283,C,105,DVN,0,0,NWS Storm Survey, ,0.46,30,4,S,3,S,MORLEY,05/23/2020,1213,41.947,-91.2479,41.9533,-91.2453,"A  tornado developed southwest of Mechanicsville shortly before 1 pm, and tracked northeast through northern Cedar County. The tornado crossed into Jones County about 3 miles S of Morley before dissipating. The tornado was rated EF1 in Cedar County with maximum winds estimated around 95 mph. The tornado is designated as EF-U in Jones County as there was no observable damage. The tornado was on the ground for about 16 minutes along an intermittent 7 mile path. Assistance with the survey was provided by Cedar County Emergency Management and the Mechanicsville Fire Department.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",14
892874,CLINTON CO.,LOST NATION,05/23/2020,1220,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,148283,C,45,DVN,0,0,NWS Storm Survey, ,1.19,20,2,SE,3,ESE,LOST NATION,05/23/2020,1223,41.9423,-90.8033,41.9515,-90.7838,"Photo and video evidence passed along by Emergency Management confirms an EF-0 tornado just southeast of of Lost Nation, IA. There was damage to a metal farm building. |Maximum winds are estimated around 85 mph.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",15
892881,JACKSON CO.,MAQUOKETA,05/23/2020,1253,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,148283,C,97,DVN,0,0,NWS Storm Survey, ,1.45,20,2,S,2,ESE,MAQUOKETA,05/23/2020,1257,42.0472,-90.6756,42.0569,-90.6505,"Video passed along by emergency management confirms an EF-0 tornado, which caused some shingle damage at a few homes near Prairie Creek Golf Course, just south of Maquoketa, IA. The tornado path is around 1.5 miles long, and was on the ground for about 4 minutes. The maximum wind speed is estimated at 80 mph.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",16
892882,JACKSON CO.,ANDREW,05/23/2020,1324,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,148283,C,97,DVN,0,0,Trained Spotter, ,0.04,10,2,NNE,2,NNE,ANDREW,05/23/2020,1325,42.17,-90.5842,42.1705,-90.584,"A trained spotter observed a brief tornado in a field. There was no observable damage to assign an EF-scale rating.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",17
887327,POLK CO.,LOVINGTON,05/25/2020,1726,Tornado, ,EF1,0,0,0,0,IA,CST-6, ,147512,C,153,DMX,0,0,NWS Storm Survey, ,1.56,50,1,NNW,1,NE,JOHNSTON,05/25/2020,1729,41.66,-93.706,41.6786,-93.6892,"The tornado began near Terra Park and ended near Dewey Park in Johnston.  Estimated peak wind speed of 95 mph was determined with damage to multiple large trees and power lines.  No damage to buildings was noted.","A boundary remained fairly stationary across the state with environmental parameters continuing to support storm development. Storms across central Iowa produced some wind damage, downing trees and snapping a power pole. A tornado also occurred, cutting through Johnston, a northern Des Moines suburb. Tornado damage was largely confined to trees and powerlines with no structural damage reported.",18
887328,DALLAS CO.,WAUKEE,05/26/2020,1218,Tornado, ,EF0,0,0,30000,0,IA,CST-6, ,147513,C,49,DMX,0,0,NWS Storm Survey, ,0.95,40,1,SE,0,NE,WAUKEE,05/26/2020,1220,41.6119,-93.8862,41.6245,-93.8935,"A tornado developed on the north edge of downtown Waukee and moved northwest, causing minor damage at a church and car dealership.  The tornado also removed some shingles and roofing to a new house that was still under construction.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",19
887330,DALLAS CO.,SHULER MINE,05/26/2020,1228,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147513,C,49,DMX,0,0,Social Media, ,1.69,30,3,NW,2,E,DALLAS CENTER,05/26/2020,1231,41.6618,-93.9146,41.6791,-93.9378,"Numerous videos on social media captured the tornado in rural areas between Waukee and Dallas Center.  The tornado impacted no damage indicators, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",20
887331,BOONE CO.,BERKLEY,05/26/2020,1304,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147513,C,15,DMX,0,0,Storm Chaser, ,0.6,20,5,SE,4,SE,BERKLEY,05/26/2020,1305,41.8964,-94.0606,41.9039,-94.0669,"A storm chaser caught a brief tornado in rural Boone county.  The tornado did not impact any damage indicators, hence the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",21
887332,BOONE CO.,OGDEN,05/26/2020,1322,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147513,C,15,DMX,0,0,Storm Chaser, ,0.21,20,2,E,2,E,OGDEN,05/26/2020,1323,42.0236,-93.9867,42.0264,-93.9887,"Storm chaser observed a very brief tornado between Boone and Ogden south of Highway 30.  The tornado did not impact any damage indicators, hence the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",22
887333,WRIGHT CO.,WOOLSTOCK,05/26/2020,1438,Tornado, ,EF1,0,0,70000,0,IA,CST-6, ,147513,C,197,DMX,0,0,Emergency Manager, ,5.14,250,2,WSW,2,S,EAGLE GROVE,05/26/2020,1444,42.5622,-93.8903,42.6363,-93.8986,"A tornado developed just north of the Wright County/Hamilton County line and moved north. Significant tree damage occurred along the path and a large machine shed was destroyed.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",23
887334,GUTHRIE CO.,ADAIR,05/26/2020,1453,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147513,C,77,DMX,0,0,Storm Chaser, ,2.94,35,2,NNE,5,N,ADAIR,05/26/2020,1458,41.5313,-94.636,41.5723,-94.6508,"Storm Chaser observed a tornado north of Adair in rural Guthrie county.  The tornado had an intermittent path with no damage indicators impacted, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",24
887335,GUTHRIE CO.,NORTH BRANCH,05/26/2020,1516,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147513,C,77,DMX,0,0,Storm Chaser, ,0.66,20,4,E,4,E,NORTH BRANCH,05/26/2020,1517,41.6407,-94.6467,41.6495,-94.6516,"Storm Chasers captured a brief tornado in western Guthrie county.  The tornado was in a rural location with no damage indicators impacted, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",25
888560,KOSSUTH CO.,GERMAN VLY,06/18/2020,1737,Tornado, ,EFU,0,0,0,0,IA,CST-6, ,147668,C,109,DMX,0,0,Social Media, ,0.72,30,4,WNW,4,NW,GERMAN VLY,06/18/2020,1738,43.3138,-94.1028,43.32,-94.0913,"Several pictures and one video obtained via social media tracked a tornado across rural Kossuth county.  The tornado produced no impacts to damage indicators, hence the EFU rating.","An upper-level trough with associated surface low pushed across the northern plains, pulling a cool front into Iowa. Scattered convection developed along the boundary, resulting in damaging wind gusts. A brief EFU tornado also developed over open land in northern Iowa. This system grew upscale overnight, bringing heavy rain to north-central Iowa.",26
912820,MARSHALL CO.,LA MOILLE,08/10/2020,1030,Tornado, ,EFU,0,0,0,500,IA,CST-6, ,150384,C,127,DMX,0,0,Other Federal Agency, ,1.03,50,3,SW,2,SSW,LA MOILLE,08/10/2020,1031,42.0016,-93.0701,41.9977,-93.0508,"Brief QLCS tornado on leading edge of convection through agricultural fields.  Path found via high resolution satellite imagery.  The tornado impacted no damage indicators, hence the EFU rating.","Basic Summary: A cluster of storms in northeast Nebraska and southeast South Dakota developed into the destructive derecho that raced eastward across large portions of Iowa, northern Illinois, southern Wisconsin, northern Indiana, and southern Michigan during the morning and afternoon of August 10th. The strongest winds were experienced in central and east-central Iowa where 100+ mph winds were observed. Some of the strongest winds were in an area from roughly Marshalltown, IA eastward along the Highway 30 corridor to the Mississippi River, where estimated winds exceeded 120+ mph and approached 140 mph. A number of QLCS tornadoes were also experienced within the Highway 30 corridor. One of the most remarkable aspects of the derecho was the duration of severe winds, with many areas experiencing at least periodic, if not persistent, severe level (58+ mph) winds over a roughly 30 minute time frame. As the derecho moved eastward out of Iowa, it continued to expand, but weakened from its peak strength. Winds continued to exceed severe criteria (58+ mph) in Illinois, Wisconsin, Indiana, and Michigan and began to produce additional QLCS tornadoes across northern Illinois before fading out across northern Indiana and southern Michigan.||In the wake of the derecho, damage was substantial in many areas, rural and urban. Many agriculture fields, mainly corn, were flattened within the swaths of strongest winds. Initial estimates suggest at least 850,000 acres of partial or complete crop loss occurred from this event. Within urban and wooded areas extensive tree and structure damage was seen, including complete roof failure in a few instances. At its peak, total estimated customers without power exceeded 1.4 million across the affected states. In total, early estimates on losses (agriculture, infrastructure, private property) have exceeded $7.5 billion across the states affected. ||Environment: Broadly speaking, it was a ripe day for thunderstorms across the affected area with MUCAPE values often exceeding 3500-4000 J/kg by the mid morning hours concurrent with mid-upper level short wave support, and indications that any cold pool development would be strong (difference between cold pool and ambient air) and potentially long lived. For detailed environmental analysis, including soundings, please view the various local NWS office event review pages: NWS Des Moines, NWS Quad Cities, NWS Chicago, NWS Milwaukee, NWS Central Illinois, NWS Northern Indiana, or NWS Indianapolis.||Additional Details: Numerous injuries occurred during the derecho and in the aftermath during cleanup, including 4 direct and indirect deaths of which 3 occurred in Iowa (two in Poweshiek County and one in Linn County) and 1 in Indiana (Fort Wayne).||Disclaimer: The August 10, 2020 derecho resulted in widespread high-end damage across large portions of central and southern Iowa. Given the size and scope of the event and understanding that final damage and loss estimates (agriculture, infrastructure, and private property) will take months to complete, the NWS is not able to estimate the monetary impact at this time. Values may be added as more data becomes from various sources in future months.",27
912822,MARSHALL CO.,MINERVA,08/10/2020,1036,Tornado, ,EFU,0,0,0,500,IA,CST-6, ,150384,C,127,DMX,0,0,Other Federal Agency, ,0.42,50,1,ENE,1,E,MINERVA,08/10/2020,1037,42.125,-93.0684,42.1223,-93.0609,"Brief tornado captured from post event UAS survey.  Stayed in cropland with no impacts to damage indicators, hence the EFU rating.","Basic Summary: A cluster of storms in northeast Nebraska and southeast South Dakota developed into the destructive derecho that raced eastward across large portions of Iowa, northern Illinois, southern Wisconsin, northern Indiana, and southern Michigan during the morning and afternoon of August 10th. The strongest winds were experienced in central and east-central Iowa where 100+ mph winds were observed. Some of the strongest winds were in an area from roughly Marshalltown, IA eastward along the Highway 30 corridor to the Mississippi River, where estimated winds exceeded 120+ mph and approached 140 mph. A number of QLCS tornadoes were also experienced within the Highway 30 corridor. One of the most remarkable aspects of the derecho was the duration of severe winds, with many areas experiencing at least periodic, if not persistent, severe level (58+ mph) winds over a roughly 30 minute time frame. As the derecho moved eastward out of Iowa, it continued to expand, but weakened from its peak strength. Winds continued to exceed severe criteria (58+ mph) in Illinois, Wisconsin, Indiana, and Michigan and began to produce additional QLCS tornadoes across northern Illinois before fading out across northern Indiana and southern Michigan.||In the wake of the derecho, damage was substantial in many areas, rural and urban. Many agriculture fields, mainly corn, were flattened within the swaths of strongest winds. Initial estimates suggest at least 850,000 acres of partial or complete crop loss occurred from this event. Within urban and wooded areas extensive tree and structure damage was seen, including complete roof failure in a few instances. At its peak, total estimated customers without power exceeded 1.4 million across the affected states. In total, early estimates on losses (agriculture, infrastructure, private property) have exceeded $7.5 billion across the states affected. ||Environment: Broadly speaking, it was a ripe day for thunderstorms across the affected area with MUCAPE values often exceeding 3500-4000 J/kg by the mid morning hours concurrent with mid-upper level short wave support, and indications that any cold pool development would be strong (difference between cold pool and ambient air) and potentially long lived. For detailed environmental analysis, including soundings, please view the various local NWS office event review pages: NWS Des Moines, NWS Quad Cities, NWS Chicago, NWS Milwaukee, NWS Central Illinois, NWS Northern Indiana, or NWS Indianapolis.||Additional Details: Numerous injuries occurred during the derecho and in the aftermath during cleanup, including 4 direct and indirect deaths of which 3 occurred in Iowa (two in Poweshiek County and one in Linn County) and 1 in Indiana (Fort Wayne).||Disclaimer: The August 10, 2020 derecho resulted in widespread high-end damage across large portions of central and southern Iowa. Given the size and scope of the event and understanding that final damage and loss estimates (agriculture, infrastructure, and private property) will take months to complete, the NWS is not able to estimate the monetary impact at this time. Values may be added as more data becomes from various sources in future months.",28
