EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
771609,MILLS CO.,PACIFIC JCT,06/18/2018,1600,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,128634,C,129,OAX,0,0,Public, ,0.25,50,1,S,1,SSE,PACIFIC JCT,06/18/2018,1602,41.01,-95.8,41.0105,-95.7952,"A weak tornado touched down near Pacific Junction.","A weak upper-level disturbance advanced from the central High Plains into mid Missouri Valley, supporting the development of a surface low over central Nebraska during the afternoon. Severe thunderstorms developed by mid afternoon ahead of the surface low across eastern Nebraska with activity spreading east into western Iowa by evening.  The storms produced damaging straight-line winds with a gust to 76 mph observed near Pilger in Stanton County. A few brief tornadoes were also reported in Stanton, Burt, and Mills Counties.",11
755914,DALLAS CO.,PERRY MUNI ARPT,06/20/2018,1318,Tornado, ,EF0,0,0,5000,500,IA,CST-6, ,126103,C,49,DMX,0,0,NWS Storm Survey, ,2.48,100,1,E,3,NNW,PERRY,06/20/2018,1328,41.8284,-94.1545,41.8633,-94.1434,"Tornado developed on east side of the Perry Airport in Dallas County before moving into a housing development.  There were several trees damaged or uprooted along with shingles removed from the roof of a nearby house.  The tornado tracked slowly north northeast with damage mainly to trees and crops along its path.  The tornado crossed from Dallas into Boone County before dissipating.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",12
755916,GREENE CO.,SCRANTON,06/20/2018,1320,Tornado, ,EF0,0,0,0,100,IA,CST-6, ,126103,C,73,DMX,0,0,Storm Chaser, ,0.57,40,2,NNW,2,NNW,SCRANTON,06/20/2018,1324,42.0528,-94.568,42.0599,-94.5621,"Tornado captured on video by Storm Chasers for duration of its life.  Remained in open agricultural fields with the only damage to crops north of Scranton.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",13
755915,BOONE CO.,BERKLEY,06/20/2018,1328,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,126103,C,15,DMX,0,0,NWS Storm Survey, ,0.3,30,6,SSW,6,S,BERKLEY,06/20/2018,1329,41.8633,-94.1434,41.8673,-94.1413,"Tornado moved in from Dallas County.  This was a short segment that remained in agricultural fields with little damage before dissipating.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",14
756013,KEOKUK CO.,DELTA,06/20/2018,1331,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,126124,C,107,DVN,0,0,Emergency Manager, ,6.32,50,2,SE,2,WSW,SIGNOR FLD ARPT,06/20/2018,1339,41.3082,-92.305,41.3686,-92.2197,"A storm survey by the emergency manager found that an EF0 tornado occurred between Delta and Sigourney and moved northeast 6.3 miles before lifting. Damage to corn occurred along the path with winds estimated around 65 mph.","A line of slow moving severe thunderstorms with damaging winds, large hail, and even one tornado, moved east across Iowa into Illinois the afternoon and evening of June 20th. These storms brought significant flash flooding to the the Quad Cities.",15
757731,WEBSTER CO.,LANYON,06/20/2018,1343,Tornado, ,EF0,0,0,0,100,IA,CST-6, ,126103,C,187,DMX,0,0,Trained Spotter, ,0.69,30,2,ESE,2,E,LANYON,06/20/2018,1345,42.2165,-94.1503,42.2261,-94.1472,"Brief tornado in southern Webster county east of Lanyon.  Tornado remained in open agricultural fields producing crop damage.  The tornado was captured on video by a trained spotter.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",16
755917,HARDIN CO.,ELDORA,06/20/2018,1427,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,126103,C,83,DMX,0,0,Public, ,0.27,30,3,SE,3,ESE,ELDORA,06/20/2018,1428,42.3439,-93.0509,42.3473,-93.0483,"Tornado from picture posted on social media.  Brief path across agricultural land east southeast of Eldora.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",17
755918,WAPELLO CO.,MUNTERVILLE,06/20/2018,1615,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,126103,C,179,DMX,0,0,Storm Chaser, ,0.51,30,1,SSE,1,SE,MUNTERVILLE,06/20/2018,1617,41.0139,-92.6143,41.0194,-92.6077,"Tornado was captured on video in far western Wapello County.  The tornado was intermittent with little damage noted.","Without even looking at supporting variables, the setup for impactful weather could be gleaned from the general setup. A weak surface pressure system was slowly working its way across Iowa, situating its relevant boundaries primarily across southwest and southern Iowa. Within the warm sector, dew points were high in the low to mid 70s, especially considering afternoon air temperatures were only into the low 80s. Even north of the warm front and west of the cold front, the air mass was ripe for at least the potential for sustained rainfall with surface dew points in the upper 60s to low 70s. ||Looking at the details, both heavy rainfall and tornadoes appeared in play. First, within the warm sector, MUCAPE values were within the 1000 to 2000+ J/kg neighborhood, lifted condensation levels were under 750 m, 0-3 km CAPE was around or in excess of 100 J/kg, effective shear was mediocre away form the fronts, and surface vorticity was present. North of and wrapping around the surface low, any support for severe weather was understandably lackluster given its location, but had the potential for sustained periods of moderate to heavy rainfall given the humid environment and slow moving surface low.  ||Given the setup, there were concerns for flooding issues, especially given previous rainfalls in the month and moist soils, and severe weather including funnel clouds and weak tornadoes. What transpired was heavy rainfall and flooding in and around northwest Iowa and then multiple funnel cloud and weak tornado reports in central and southeast Iowa. In total, 4 weak tornadoes were confirmed.",18
756127,RINGGOLD CO.,DELPHOS,06/25/2018,1614,Tornado, ,EF0,0,0,0,0,IA,CST-6, ,126134,C,159,DMX,0,0,Storm Chaser, ,0.73,40,1,SW,0,WNW,DELPHOS,06/25/2018,1616,40.6618,-94.3381,40.6724,-94.3373,"This tornado touched down in the hamlet of Delphos with tree debris being tossed around.  A rather diffuse funnel for much of its existence, very little damage occurred with this tornado.  The event was captured on video by a few different storm chasers.","An occluded/occluding surface low pressure system slowly worked its way into western and southwest Iowa during the morning and afternoon of the 25th. Given its location, Iowa was situated north of the warm front, which was much further south into central Missouri. Even so, the environment was cool yet fairly saturated in the low levels with temperatures in the low to mid 70s and dew points in the mid to upper 60s. ||Low level flow was up over the occluded front, providing additional lift, within an environment of around 1000 J/kg MUCAPE, effective shear up to around 40 kts, lifted condensation levels approaching 500 m at times, and plenty of low level 0-1 km storm relative helicity in excess of 200-300 m2/s2.  All in all, it was a ripe day for general moderate to heavy rainfall, funnel clouds, and weak landspout tornadoes. The majority of the action revolved around heavy rainfall that totaled in excess of 3 inches in many locations, but also involved multiple funnel cloud reports and a lone brief tornado near Delphos in Ringgold County.",19
766056,WRIGHT CO.,EAGLE GROVE,07/19/2018,1330,Tornado, ,EF0,0,0,0,500,IA,CST-6, ,127704,C,197,DMX,0,0,Emergency Manager, ,3.5,80,6,ESE,4,S,CLARION ARPT,07/19/2018,1337,42.6457,-93.7965,42.6748,-93.7402,"Tornado formed in rural Wright County east of Eagle Grove and moved northeast through open crop land.","A setup for some rotating storms was in place over much of central and southern Iowa. A low pressure system situated northwest of the state slid to the northeast throughout the day, eventually moving into western and central Minnesota. Given its fairly mature frontal situation, an occluded front dropped into northwest Iowa with the warm front extending E/SE from central Iowa and the cold front dropping back to the SW. At the surface within the warm sector observations were favorable with temperatures into the mid 80s and dew points in the low to mid 70s. Looking in more detail, lifted condensation levels were quite low with values under 750 meters, MUCAPE values were modest in the 1000-3000 J/kg range, effective bulk shear was in excess of 40 kts, and effective storm relative helicity was around 200 m2/s2 to name a few. Resulting composite indices correctly highlighted an increased chance for supercells and tornadic potential as seen with supercell composite values in excess of 12 and significant tornado parameter values in the 3 to 5 range in the afternoon. All of which taking into account the general setup, understandably unable to account for storms potentially tapping into additional shear and helicity generated from rooting themselves along outflow boundaries. ||The result was a sizable tornado outbreak across Iowa, including more than a dozen confirmed tornadoes. The tornadoes of most note occurred in the NE Des Moines Metro (specifically Bondurant), Pella, and Marshalltown. The Bondurant area actually experienced two tornadoes, which were concurrently on the ground, but fortunately only one actually caused damage (EF2) within town. The Pella tornado tacked on the north side of town, directly hitting the Vermeer plant, causing EF3 damage. The Marshalltown tornado entered the town from the NW and tracked into the downtown area before exiting and weakening east of town. Widespread damage was experienced in Marshalltown including to the Lennox plant and the County Courthouse.  All in all, while numerous injuries were experienced and millions of dollars of damage, no direct fatalities were reported from the tornadoes.",20
766057,WRIGHT CO.,WOOLSTOCK,07/19/2018,1335,Tornado, ,EF0,0,0,0,700,IA,CST-6, ,127704,C,197,DMX,0,0,Emergency Manager, ,4.43,80,4,E,8,SW,GALT,07/19/2018,1347,42.5791,-93.7789,42.5962,-93.695,"Tornado develop in rural southern Wright County east of Woolstock and traveled east northeast for the duration of the event.  The tornado remained in rural agricultural fields producing only crop damage.","A setup for some rotating storms was in place over much of central and southern Iowa. A low pressure system situated northwest of the state slid to the northeast throughout the day, eventually moving into western and central Minnesota. Given its fairly mature frontal situation, an occluded front dropped into northwest Iowa with the warm front extending E/SE from central Iowa and the cold front dropping back to the SW. At the surface within the warm sector observations were favorable with temperatures into the mid 80s and dew points in the low to mid 70s. Looking in more detail, lifted condensation levels were quite low with values under 750 meters, MUCAPE values were modest in the 1000-3000 J/kg range, effective bulk shear was in excess of 40 kts, and effective storm relative helicity was around 200 m2/s2 to name a few. Resulting composite indices correctly highlighted an increased chance for supercells and tornadic potential as seen with supercell composite values in excess of 12 and significant tornado parameter values in the 3 to 5 range in the afternoon. All of which taking into account the general setup, understandably unable to account for storms potentially tapping into additional shear and helicity generated from rooting themselves along outflow boundaries. ||The result was a sizable tornado outbreak across Iowa, including more than a dozen confirmed tornadoes. The tornadoes of most note occurred in the NE Des Moines Metro (specifically Bondurant), Pella, and Marshalltown. The Bondurant area actually experienced two tornadoes, which were concurrently on the ground, but fortunately only one actually caused damage (EF2) within town. The Pella tornado tacked on the north side of town, directly hitting the Vermeer plant, causing EF3 damage. The Marshalltown tornado entered the town from the NW and tracked into the downtown area before exiting and weakening east of town. Widespread damage was experienced in Marshalltown including to the Lennox plant and the County Courthouse.  All in all, while numerous injuries were experienced and millions of dollars of damage, no direct fatalities were reported from the tornadoes.",21
766058,WRIGHT CO.,WOOLSTOCK,07/19/2018,1342,Tornado, ,EF0,0,0,0,100,IA,CST-6, ,127704,C,197,DMX,0,0,Other Federal Agency, ,1.28,60,7,E,8,SW,GALT,07/19/2018,1345,42.5806,-93.7128,42.5955,-93.6981,"Weak tornado developed in south central Wright county and moved northeast in rural agricultural areas.  Tornado was found using high resolution satellite data.","A setup for some rotating storms was in place over much of central and southern Iowa. A low pressure system situated northwest of the state slid to the northeast throughout the day, eventually moving into western and central Minnesota. Given its fairly mature frontal situation, an occluded front dropped into northwest Iowa with the warm front extending E/SE from central Iowa and the cold front dropping back to the SW. At the surface within the warm sector observations were favorable with temperatures into the mid 80s and dew points in the low to mid 70s. Looking in more detail, lifted condensation levels were quite low with values under 750 meters, MUCAPE values were modest in the 1000-3000 J/kg range, effective bulk shear was in excess of 40 kts, and effective storm relative helicity was around 200 m2/s2 to name a few. Resulting composite indices correctly highlighted an increased chance for supercells and tornadic potential as seen with supercell composite values in excess of 12 and significant tornado parameter values in the 3 to 5 range in the afternoon. All of which taking into account the general setup, understandably unable to account for storms potentially tapping into additional shear and helicity generated from rooting themselves along outflow boundaries. ||The result was a sizable tornado outbreak across Iowa, including more than a dozen confirmed tornadoes. The tornadoes of most note occurred in the NE Des Moines Metro (specifically Bondurant), Pella, and Marshalltown. The Bondurant area actually experienced two tornadoes, which were concurrently on the ground, but fortunately only one actually caused damage (EF2) within town. The Pella tornado tacked on the north side of town, directly hitting the Vermeer plant, causing EF3 damage. The Marshalltown tornado entered the town from the NW and tracked into the downtown area before exiting and weakening east of town. Widespread damage was experienced in Marshalltown including to the Lennox plant and the County Courthouse.  All in all, while numerous injuries were experienced and millions of dollars of damage, no direct fatalities were reported from the tornadoes.",22
